"uid"	"domainID"	"siteID"	"plotID"	"namedLocation"	"laboratoryName"	"collectDate"	"processedDate"	"geneticSampleID"	"deprecatedVialID"	"dnaSampleID"	"internalLabID"	"sequenceAnalysisType"	"testProtocolVersion"	"sampleMaterial"	"sampleMass"	"nucleicAcidConcentration"	"nucleicAcidPurity"	"nucleicAcidQuantMethod"	"dnaPooledStatus"	"qaqcStatus"	"dnaProcessedBy"	"remarks"	"dataQF"	"publicationDate"
"9554"	"87f42fdc-b006-4cc3-999e-1b52bfa4a79c"	"D15"	"ONAQ"	"ONAQ_003"	"ONAQ_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-05-31 19:33:00	2018-11-21	"ONAQ_003-M-11-38.5-20180531-GEN"	NA	"ONAQ_003-M-11-38.5-20180531-GEN-DNA1"	"BMI_Plate83WellE11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	18	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132059Z"
"9555"	"0ffa3d3e-2cd0-439a-8c3f-2c157cbf0078"	"D15"	"ONAQ"	"ONAQ_003"	"ONAQ_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-05-31 19:58:00	2018-11-21	"ONAQ_003-M-4-14.5-20180531-GEN"	NA	"ONAQ_003-M-4-14.5-20180531-GEN-DNA1"	"BMI_Plate83WellF4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	16	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T132059Z"
"9556"	"a161671e-2289-49b4-9940-01a46b08f54b"	"D15"	"ONAQ"	"ONAQ_002"	"ONAQ_002.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-22 15:38:00	2019-01-24	"ONAQ_002-M-30-10-20181022-GEN"	NA	"ONAQ_002-M-30-10-20181022-GEN-DNA1"	"18S_08_0666"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9559"	"3e2232f0-9537-4ccf-9245-c2e3577a227a"	"D15"	"ONAQ"	"ONAQ_003"	"ONAQ_003.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-22 17:39:00	2019-01-24	"ONAQ_003-M-31.5-38-20181022-GEN"	NA	"ONAQ_003-M-31.5-38-20181022-GEN-DNA1"	"18S_08_0670"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.6	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9562"	"852b12b7-5a44-4830-b8ca-336ecd2c2427"	"D15"	"ONAQ"	"ONAQ_005"	"ONAQ_005.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-22 20:27:00	2019-01-24	"ONAQ_005-M-33.5-31.5-20181022-GEN"	NA	"ONAQ_005-M-33.5-31.5-20181022-GEN-DNA1"	"18S_08_0675"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9563"	"dec5164b-da6f-44c9-97f9-0b3eb0a64514"	"D15"	"ONAQ"	"ONAQ_005"	"ONAQ_005.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-22 20:44:00	2019-01-24	"ONAQ_005-M-14.5-35.5-20181022-GEN"	NA	"ONAQ_005-M-14.5-35.5-20181022-GEN-DNA1"	"18S_08_0674"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.6	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9565"	"7e9a4824-4c2a-4c21-a627-15b53697fe6b"	"D15"	"ONAQ"	"ONAQ_008"	"ONAQ_008.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 15:17:00	2019-01-24	"ONAQ_008-M-37-36-20181023-GEN"	NA	"ONAQ_008-M-37-36-20181023-GEN-DNA1"	"18S_08_0679"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	38	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9566"	"70830829-919e-45a3-92e0-49895f01ed3f"	"D15"	"ONAQ"	"ONAQ_008"	"ONAQ_008.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 15:39:00	2019-01-24	"ONAQ_008-M-34-17.5-20181023-GEN"	NA	"ONAQ_008-M-34-17.5-20181023-GEN-DNA1"	"18S_08_0678"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	23	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9567"	"bc4f9f2f-c02b-406e-83f2-a8777bcd7aef"	"D15"	"ONAQ"	"ONAQ_008"	"ONAQ_008.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 16:08:00	2019-01-24	"ONAQ_008-M-3.5-12-20181023-GEN"	NA	"ONAQ_008-M-3.5-12-20181023-GEN-DNA1"	"18S_08_0677"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	18	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9568"	"81bc003d-a2bc-4907-8651-abd0f5521b58"	"D15"	"ONAQ"	"ONAQ_010"	"ONAQ_010.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 20:19:00	2019-01-24	"ONAQ_010-M-29.5-39.5-20181023-GEN"	NA	"ONAQ_010-M-29.5-39.5-20181023-GEN-DNA1"	"18S_08_0680"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	18	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9569"	"cbe82c59-f301-4cc3-8b65-a60f6984ae71"	"D15"	"ONAQ"	"ONAQ_010"	"ONAQ_010.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 20:36:00	2019-01-24	"ONAQ_010-M-5.5-37.5-20181023-GEN"	NA	"ONAQ_010-M-5.5-37.5-20181023-GEN-DNA1"	"18S_08_0682"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	20	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9570"	"82d23763-4552-424b-a2f7-2fc9537f77c9"	"D15"	"ONAQ"	"ONAQ_010"	"ONAQ_010.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-23 20:54:00	2019-01-24	"ONAQ_010-M-36.5-7.5-20181023-GEN"	NA	"ONAQ_010-M-36.5-7.5-20181023-GEN-DNA1"	"18S_08_0681"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	13	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9573"	"21554257-cca1-48aa-a3e2-2b98fba7c289"	"D15"	"ONAQ"	"ONAQ_004"	"ONAQ_004.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-24 15:29:00	2019-01-24	"ONAQ_004-M-18.5-1-20181024-GEN"	NA	"ONAQ_004-M-18.5-1-20181024-GEN-DNA1"	"18S_08_0671"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	16	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9574"	"8c6d6348-3954-4e57-b8ce-2de1ec1024d2"	"D15"	"ONAQ"	"ONAQ_043"	"ONAQ_043.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-24 17:25:00	2019-01-24	"ONAQ_043-M-38.5-26-20181024-GEN"	NA	"ONAQ_043-M-38.5-26-20181024-GEN-DNA1"	"18S_08_0691"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	15	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9575"	"362cbf1f-6286-4c17-ac17-8d73df7d6151"	"D15"	"ONAQ"	"ONAQ_043"	"ONAQ_043.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-24 17:40:00	2019-01-24	"ONAQ_043-M-17-36-20181024-GEN"	NA	"ONAQ_043-M-17-36-20181024-GEN-DNA1"	"18S_08_0690"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.2	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9577"	"99b18b26-1e5a-44cb-b666-aa70e7547edc"	"D15"	"ONAQ"	"ONAQ_042"	"ONAQ_042.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-24 18:45:00	2019-01-24	"ONAQ_042-M-35.5-27.5-20181024-GEN"	NA	"ONAQ_042-M-35.5-27.5-20181024-GEN-DNA1"	"18S_08_0688"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	11	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9578"	"d5530d0a-7482-4c2c-8cf7-4d46ba357ee6"	"D15"	"ONAQ"	"ONAQ_042"	"ONAQ_042.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-24 18:57:00	2019-01-24	"ONAQ_042-M-2.5-37-20181024-GEN"	NA	"ONAQ_042-M-2.5-37-20181024-GEN-DNA1"	"18S_08_0687"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	13	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9582"	"1c970ba3-b12a-49e9-a23e-a6753aa69954"	"D15"	"ONAQ"	"ONAQ_041"	"ONAQ_041.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-25 15:53:00	2019-01-24	"ONAQ_041-M-1-29.5-20181025-GEN"	NA	"ONAQ_041-M-1-29.5-20181025-GEN-DNA1"	"18S_08_0683"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	10	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9584"	"cb9ae22f-6f6c-4c37-a5a2-04650690b494"	"D15"	"ONAQ"	"ONAQ_044"	"ONAQ_044.basePlot.bgc"	"Battelle Applied Genomics"	2018-10-25 16:56:00	2019-01-24	"ONAQ_044-M-32.5-0.5-20181025-GEN"	NA	"ONAQ_044-M-32.5-0.5-20181025-GEN-DNA1"	"18S_08_0694"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.2	NA	"Quantus"	"N"	"Pass"	"RuY12me+ipXm0I2ck7Euxg=="	NA	NA	"20200407T133928Z"
"9586"	"ea2198ab-aaa8-4a52-b6f3-6fbdb30fd51f"	"D16"	"ABBY"	"ABBY_002"	"ABBY_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 17:10:00	2018-04-23	"ABBY_002-O-13-4-20161004-GEN"	NA	"ABBY_002-O-13-4-20161004-GEN-DNA1"	"BMI_Plate56WellB9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	15	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9587"	"914b97f8-3020-40ee-b4a6-82853d67a4e1"	"D16"	"ABBY"	"ABBY_002"	"ABBY_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 17:34:00	2018-04-23	"ABBY_002-O-21.5-9-20161004-GEN"	NA	"ABBY_002-O-21.5-9-20161004-GEN-DNA1"	"BMI_Plate56WellB11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	20	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9588"	"bc96d4a0-e89c-4583-a7a8-eaf016507922"	"D16"	"ABBY"	"ABBY_002"	"ABBY_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 17:50:00	2018-04-23	"ABBY_002-O-0.5-35.5-20161004-GEN"	NA	"ABBY_002-O-0.5-35.5-20161004-GEN-DNA1"	"BMI_Plate56WellB7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	23	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9589"	"42829af5-ac6d-41f2-9062-0f71dee1f7fb"	"D16"	"ABBY"	"ABBY_004"	"ABBY_004.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 19:12:00	2018-04-23	"ABBY_004-O-0.5-38.5-20161004-GEN"	NA	"ABBY_004-O-0.5-38.5-20161004-GEN-DNA1"	"BMI_Plate56WellD11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	6.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9590"	"9bfc208f-93c4-42a4-9af0-c7829a114a10"	"D16"	"ABBY"	"ABBY_004"	"ABBY_004.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 19:23:00	2018-04-23	"ABBY_004-M-38.5-20-20161004-GEN"	NA	"ABBY_004-M-38.5-20-20161004-GEN-DNA1"	"BMI_Plate56WellD9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	34	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9591"	"c47a1546-5d5b-47b4-997f-bd474661ffb9"	"D16"	"ABBY"	"ABBY_004"	"ABBY_004.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 19:44:00	2018-04-23	"ABBY_004-O-18.5-5-20161004-GEN"	NA	"ABBY_004-O-18.5-5-20161004-GEN-DNA1"	"BMI_Plate56WellE1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	24	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9592"	"6877a596-d6c5-421d-bc50-d4d38ade7913"	"D16"	"ABBY"	"ABBY_006"	"ABBY_006.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 21:54:00	2018-04-23	"ABBY_006-O-11.5-2.5-20161004-GEN"	NA	"ABBY_006-O-11.5-2.5-20161004-GEN-DNA1"	"BMI_Plate56WellE6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	13	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9593"	"17392c45-dfc4-4874-b05a-49c3678349f0"	"D16"	"ABBY"	"ABBY_006"	"ABBY_006.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 22:10:00	2018-04-23	"ABBY_006-O-2.5-25.5-20161004-GEN"	NA	"ABBY_006-O-2.5-25.5-20161004-GEN-DNA1"	"BMI_Plate56WellE7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9594"	"0660f856-55ab-47ee-b333-fe1bf98e6e9b"	"D16"	"ABBY"	"ABBY_006"	"ABBY_006.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 22:27:00	2018-04-23	"ABBY_006-O-34-39.5-20161004-GEN"	NA	"ABBY_006-O-34-39.5-20161004-GEN-DNA1"	"BMI_Plate56WellE11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	55	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9595"	"f33f3ed4-833a-4a86-a202-5b085df3518f"	"D16"	"ABBY"	"ABBY_061"	"ABBY_061.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 23:34:00	2018-04-23	"ABBY_061-O-2-11.5-20161004-GEN"	NA	"ABBY_061-O-2-11.5-20161004-GEN-DNA1"	"BMI_Plate55WellE11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9596"	"9d1c1f9c-5d27-43c6-9b4e-cf2f9552b6eb"	"D16"	"ABBY"	"ABBY_061"	"ABBY_061.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 23:48:00	2018-04-23	"ABBY_061-M-38.5-0.5-20161004-GEN"	NA	"ABBY_061-M-38.5-0.5-20161004-GEN-DNA1"	"BMI_Plate55WellE9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	19	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9597"	"079b7627-6f42-4c18-b366-63cd26b50876"	"D16"	"ABBY"	"ABBY_061"	"ABBY_061.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 00:11:00	2018-04-23	"ABBY_061-M-13-30.5-20161004-GEN"	NA	"ABBY_061-M-13-30.5-20161004-GEN-DNA1"	"BMI_Plate56WellG4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	9.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9598"	"facea179-71a0-472b-8889-be125886c23c"	"D16"	"ABBY"	"ABBY_023"	"ABBY_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 16:51:00	2018-04-23	"ABBY_023-O-33-34-20161005-GEN"	NA	"ABBY_023-O-33-34-20161005-GEN-DNA1"	"BMI_Plate56WellF12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	24	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9599"	"3db5361d-6ddb-46f1-826f-dd7b28ca04be"	"D16"	"ABBY"	"ABBY_023"	"ABBY_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 17:07:00	2018-04-23	"ABBY_023-M-6-31.5-20161005-GEN"	NA	"ABBY_023-M-6-31.5-20161005-GEN-DNA1"	"BMI_Plate56WellF9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9600"	"76ebf5cc-d9d7-4233-a293-511c85cb554b"	"D16"	"ABBY"	"ABBY_023"	"ABBY_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 17:24:00	2018-04-23	"ABBY_023-O-8-16-20161005-GEN"	NA	"ABBY_023-O-8-16-20161005-GEN-DNA1"	"BMI_Plate56WellG1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9601"	"db3639d8-07e8-4994-9e05-28c5f519ae13"	"D16"	"ABBY"	"ABBY_003"	"ABBY_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 18:27:00	2018-04-23	"ABBY_003-M-35.5-26-20161005-GEN"	NA	"ABBY_003-M-35.5-26-20161005-GEN-DNA1"	"BMI_Plate56WellC9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	51	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9602"	"f550af77-b22d-49e8-8f72-f40d478dec6f"	"D16"	"ABBY"	"ABBY_003"	"ABBY_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 18:46:00	2018-04-23	"ABBY_003-M-13.5-36.5-20161005-GEN"	NA	"ABBY_003-M-13.5-36.5-20161005-GEN-DNA1"	"BMI_Plate56WellC3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	55	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9603"	"4e47a79a-dfb8-4591-8880-ff040e7615c5"	"D16"	"ABBY"	"ABBY_003"	"ABBY_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 19:00:00	2018-04-23	"ABBY_003-M-13.5-5.5-20161005-GEN"	NA	"ABBY_003-M-13.5-5.5-20161005-GEN-DNA1"	"BMI_Plate56WellC4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	35	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9604"	"577cdc70-0cbc-4bd8-a689-8c40c777e0c5"	"D16"	"ABBY"	"ABBY_001"	"ABBY_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 20:45:00	2018-04-23	"ABBY_001-M-5.5-21-20161005-GEN"	NA	"ABBY_001-M-5.5-21-20161005-GEN-DNA1"	"BMI_Plate56WellA12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	46	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9605"	"a5a12c5d-d3ef-45cb-8d90-3994b95a4ca8"	"D16"	"ABBY"	"ABBY_001"	"ABBY_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 20:57:00	2018-04-23	"ABBY_001-M-20-37.5-20161005-GEN"	NA	"ABBY_001-M-20-37.5-20161005-GEN-DNA1"	"BMI_Plate56WellA6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	16	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9606"	"06a79767-b63c-4477-a050-b7498b579242"	"D16"	"ABBY"	"ABBY_001"	"ABBY_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 21:28:00	2018-04-23	"ABBY_001-M-30.5-0-20161005-GEN"	NA	"ABBY_001-M-30.5-0-20161005-GEN-DNA1"	"BMI_Plate56WellA8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	29	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9607"	"12d4f8fd-d490-4775-8036-2faf8d5dd5a9"	"D16"	"ABBY"	"ABBY_062"	"ABBY_062.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 22:36:00	2018-04-23	"ABBY_062-M-16.5-0.5-20161005-GEN"	NA	"ABBY_062-M-16.5-0.5-20161005-GEN-DNA1"	"BMI_Plate55WellF2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	50	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9608"	"07a0ab9c-bc41-4543-a38d-671826aa2250"	"D16"	"ABBY"	"ABBY_062"	"ABBY_062.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 22:48:00	2018-04-23	"ABBY_062-M-22-7.5-20161005-GEN"	NA	"ABBY_062-M-22-7.5-20161005-GEN-DNA1"	"BMI_Plate55WellF4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	63	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9609"	"92b43abc-7be6-46bb-8657-0240e59020f5"	"D16"	"ABBY"	"ABBY_062"	"ABBY_062.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 23:04:00	2018-04-23	"ABBY_062-O-15-35.5-20161005-GEN"	NA	"ABBY_062-O-15-35.5-20161005-GEN-DNA1"	"BMI_Plate55WellF11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	38	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9610"	"16400460-9e57-4bf9-92c9-fa513a3ee71e"	"D16"	"ABBY"	"ABBY_063"	"ABBY_063.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-05 23:50:00	2018-04-23	"ABBY_063-M-8.5-30-20161005-GEN"	NA	"ABBY_063-M-8.5-30-20161005-GEN-DNA1"	"BMI_Plate55WellG11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	31	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9611"	"a46c847e-b301-4f68-ba16-aea8739cf01b"	"D16"	"ABBY"	"ABBY_063"	"ABBY_063.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-06 00:04:00	2018-04-23	"ABBY_063-M-3-8.5-20161005-GEN"	NA	"ABBY_063-M-3-8.5-20161005-GEN-DNA1"	"BMI_Plate55WellG9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	42	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9612"	"6172c5d9-7ad0-42c3-966a-de8d803b192c"	"D16"	"ABBY"	"ABBY_070"	"ABBY_070.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-06 00:10:00	2018-04-23	"ABBY_070-M-32-34-20161005-GEN"	NA	"ABBY_070-M-32-34-20161005-GEN-DNA1"	"BMI_Plate55WellH8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	42	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9613"	"0a5651db-a97a-4711-b427-5074ade872d5"	"D16"	"ABBY"	"ABBY_063"	"ABBY_063.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-06 00:20:00	2018-04-23	"ABBY_063-M-36.5-38-20161005-GEN"	NA	"ABBY_063-M-36.5-38-20161005-GEN-DNA1"	"BMI_Plate55WellG7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	40	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9614"	"38fe1aa6-6b81-4c99-8734-3d6d0d336a2c"	"D16"	"ABBY"	"ABBY_070"	"ABBY_070.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-06 00:30:00	2018-04-23	"ABBY_070-M-1-12-20161005-GEN"	NA	"ABBY_070-M-1-12-20161005-GEN-DNA1"	"BMI_Plate55WellH1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	26	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
"9615"	"247ba111-1bf2-4fae-b4e9-7f914ccbca5f"	"D16"	"ABBY"	"ABBY_070"	"ABBY_070.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-06 01:03:00	2018-04-23	"ABBY_070-M-36-6-20161005-GEN"	NA	"ABBY_070-M-36-6-20161005-GEN-DNA1"	"BMI_Plate55WellH10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T135636Z"
